"Comunidad.Autónoma";"Provincia";"Gasto.Total.Prestación";"Gasto.Prestación.Contributiva";"Gasto.Subsidio.Desempleo";"Gasto.Renta.Activa.Inserción";"Gasto.Subsidio.Eventuales.Agrarios";"mes";"any"
"Galicia";"Lugo";7692,92;4722,11;2728,82;241,99;0;"06";"2022"
"Galicia";"Ourense";7984,43;4478,14;3194,07;312,22;0;"06";"2022"
"Galicia";"Pontevedra";30439,38;19497,11;10026,31;915,96;0;"06";"2022"
"Madrid";"Madrid";190244,79;143103,23;43703,62;3437,94;0;"06";"2022"
"Murcia";"Murcia";53629,67;37920,17;13793,2;1916,3;0;"06";"2022"
"Navarra";"Navarra";18207,63;13779,9;4106,77;320,96;0;"06";"2022"
"País Vasco";"Araba/Álava";9090,76;7035,4;1892,47;162,89;0;"06";"2022"
"País Vasco";"Gipuzkoa";17016,77;13351,46;3408,36;256,95;0;"06";"2022"
"País Vasco";"Bizkaia";29671,03;21654,19;7393,27;623,57;0;"06";"2022"
"La Rioja";"Rioja, La";9125,18;6658,95;2314,53;151,7;0;"06";"2022"
"Ceuta";"Ceuta";2489,23;1259,55;1008,81;220,87;0;"06";"2022"
"Melilla";"Melilla";1914,6;1164,04;662,94;87,62;0;"06";"2022"
"Andalucía";"Almería";40425,18;29275,99;9296,85;971,96;880,38;"07";"2022"
"Andalucía";"Cádiz";50510,72;25541,31;18627,4;3153,36;3188,65;"07";"2022"
"Andalucía";"Córdoba";41332,49;16005,34;16106,98;1384,07;7836,1;"07";"2022"
"Andalucía";"Granada";43510,38;20476,11;16578,54;1737,95;4717,78;"07";"2022"
"Andalucía";"Huelva";35467,48;22972,8;8558,56;985,85;2950,27;"07";"2022"
"Andalucía";"Jaén";33954,37;13353,49;13134,2;1056,54;6410,14;"07";"2022"
"Andalucía";"Málaga";59929,76;32910,49;21178,89;2363,46;3476,92;"07";"2022"
"Andalucía";"Sevilla";87352,1;40953,94;31915,63;3434;11048,53;"07";"2022"
"Aragón";"Huesca";5966,8;4579,85;1277,02;109,93;0;"07";"2022"
"Aragón";"Teruel";3196,98;2208,54;933,4;55,04;0;"07";"2022"
"Aragón";"Zaragoza";29989,15;21944,98;7417,11;627,06;0;"07";"2022"
"Asturias";"Asturias";29045,29;18738,15;9402,66;904,48;0;"07";"2022"
"Illes Balears";"Balears, Illes";25326,53;18636,37;6132,85;557,31;0;"07";"2022"
"Canarias";"Palmas, Las";47750,12;28560,07;16953,62;2236,43;0;"07";"2022"
"Canarias";"Santa Cruz de Tenerife";42477,29;24640,68;15672,4;2164,21;0;"07";"2022"
"Cantabria";"Cantabria";16485,73;10990,79;4989,69;505,25;0;"07";"2022"
"Castilla y León";"Ávila";4377,24;2515,38;1712,14;149,72;0;"07";"2022"
"Castilla y León";"Burgos";10856,96;7522,24;3119,2;215,52;0;"07";"2022"
"Castilla y León";"León";12247,93;7218,32;4657,82;371,79;0;"07";"2022"
"Castilla y León";"Palencia";4215,54;2820,54;1285,47;109,53;0;"07";"2022"
"Castilla y León";"Salamanca";9542,7;5950,96;3292,74;299;0;"07";"2022"
"Castilla y León";"Segovia";3528,87;2457,98;992,61;78,28;0;"07";"2022"
"Castilla y León";"Soria";2068,77;1544,27;493,68;30,82;0;"07";"2022"
"Castilla y León";"Valladolid";13994,36;9865,89;3778;350,47;0;"07";"2022"
"Castilla y León";"Zamora";4799,81;2810,4;1818,69;170,72;0;"07";"2022"
"Castilla - La Mancha";"Albacete";13902,88;8310,66;4979,81;612,41;0;"07";"2022"
"Castilla - La Mancha";"Ciudad Real";17386,63;9787,11;6652,48;947,04;0;"07";"2022"
"Castilla - La Mancha";"Cuenca";5838,89;3766,57;1914,15;158,17;0;"07";"2022"
"Castilla - La Mancha";"Guadalajara";8922,08;6343,77;2399,63;178,68;0;"07";"2022"
"Castilla - La Mancha";"Toledo";24444,73;14516,07;9019,93;908,73;0;"07";"2022"
"Cataluña";"Barcelona";184542,45;140001,7;41962,87;2577,88;0;"07";"2022"
"Cataluña";"Girona";22726,58;16778,9;5510,37;437,31;0;"07";"2022"
"Cataluña";"Lleida";11924,18;8899,48;2783,76;240,94;0;"07";"2022"
"Cataluña";"Tarragona";26422,73;18473,47;7312,28;636,98;0;"07";"2022"
"Comunitat Valenciana";"Alicante/Alacant";65747,85;39459;23273,74;3015,11;0;"07";"2022"
"Comunitat Valenciana";"Castellón/Castelló";22953,52;15299,64;7073,91;579,97;0;"07";"2022"
"Comunitat Valenciana";"Valencia/Valéncia";103438,32;70533,9;29735,39;3169,03;0;"07";"2022"
"Extremadura";"Badajoz";31176,35;13945,28;12248,06;1328,57;3654,44;"07";"2022"
"Extremadura";"Cáceres";18279,79;8377,57;7342,49;545,97;2013,76;"07";"2022"
"Galicia";"Coruña, A";31706,65;20934,92;9957,73;814;0;"07";"2022"
"Galicia";"Lugo";8007,62;5080,4;2698,65;228,57;0;"07";"2022"
"Galicia";"Ourense";8239,77;4716,24;3220,44;303,09;0;"07";"2022"
"Galicia";"Pontevedra";30007,79;19251,8;9892,66;863,33;0;"07";"2022"
"Madrid";"Madrid";196426,09;149731,32;43398,51;3296,26;0;"07";"2022"
"Murcia";"Murcia";57650,64;41860,48;13932,69;1857,47;0;"07";"2022"
"Navarra";"Navarra";19133,28;14709,94;4123,74;299,6;0;"07";"2022"
"País Vasco";"Araba/Álava";9809,5;7726,52;1923,41;159,57;0;"07";"2022"
"País Vasco";"Gipuzkoa";18663,58;15006,33;3421,84;235,41;0;"07";"2022"
"País Vasco";"Bizkaia";32902,83;24819,62;7476,68;606,53;0;"07";"2022"
"La Rioja";"Rioja, La";9783,09;7342,96;2301,04;139,09;0;"07";"2022"
"Ceuta";"Ceuta";3112,42;1617,36;1278,57;216,49;0;"07";"2022"
"Melilla";"Melilla";1940,78;1187,82;663,8;89,16;0;"07";"2022"
"Andalucía";"Almería";45885,41;34650,51;9406,23;950,83;877,84;"08";"2022"
"Andalucía";"Cádiz";53492,28;28295,47;18776,34;3067,62;3352,85;"08";"2022"
"Andalucía";"Córdoba";43870,35;18346,77;16327,11;1348,05;7848,42;"08";"2022"
"Andalucía";"Granada";46261,94;23038,37;16734,09;1689,64;4799,84;"08";"2022"
"Andalucía";"Huelva";42132;28472,3;9329,13;968,9;3361,67;"08";"2022"
"Andalucía";"Jaén";35488,22;14549,35;13410,6;1031,23;6497,04;"08";"2022"
"Andalucía";"Málaga";62963,49;35901,97;21201,71;2347,02;3512,79;"08";"2022"
"Andalucía";"Sevilla";92629,55;46141,99;31863,32;3337,48;11286,76;"08";"2022"
"Aragón";"Huesca";6259,24;4873,52;1280,16;105,56;0;"08";"2022"
"Aragón";"Teruel";3404,71;2411,82;935,17;57,72;0;"08";"2022"
"Aragón";"Zaragoza";31636,1;23735,25;7313,1;587,75;0;"08";"2022"
"Asturias";"Asturias";29609,02;19432,36;9286,5;890,16;0;"08";"2022"
"Illes Balears";"Balears, Illes";27164,71;20587,75;6045,87;531,09;0;"08";"2022"
"Canarias";"Palmas, Las";51105,29;32049,78;16870,79;2184,72;0;"08";"2022"
"Canarias";"Santa Cruz de Tenerife";44316,3;26884,05;15320,03;2112,22;0;"08";"2022"
"Cantabria";"Cantabria";17400,07;12046,56;4844,05;509,46;0;"08";"2022"
"Castilla y León";"Ávila";4626,6;2746,26;1732,99;147,35;0;"08";"2022"
"Castilla y León";"Burgos";11643,73;8310,54;3131,47;201,72;0;"08";"2022"
"Castilla y León";"León";12991,03;8036,44;4597,67;356,92;0;"08";"2022"
"Castilla y León";"Palencia";4389,56;3027,16;1254,89;107,51;0;"08";"2022"
"Castilla y León";"Salamanca";10665,79;7085,03;3291,59;289,17;0;"08";"2022"
"Castilla y León";"Segovia";3851,08;2802,72;975,08;73,28;0;"08";"2022"
"Castilla y León";"Soria";2091,18;1581,23;480,22;29,73;0;"08";"2022"
"Castilla y León";"Valladolid";15364,67;11273,92;3753,35;337,4;0;"08";"2022"
"Castilla y León";"Zamora";8822,75;3164,96;5494,73;163,06;0;"08";"2022"
"Castilla - La Mancha";"Albacete";15317,59;9736,43;5008,57;572,59;0;"08";"2022"
"Castilla - La Mancha";"Ciudad Real";18929,14;11369,44;6648,33;911,37;0;"08";"2022"
"Castilla - La Mancha";"Cuenca";6197,91;4157,96;1888,69;151,26;0;"08";"2022"
"Castilla - La Mancha";"Guadalajara";9456,65;6816,39;2469,61;170,65;0;"08";"2022"
"Castilla - La Mancha";"Toledo";25790,69;15837,71;9074,67;878,31;0;"08";"2022"
"Cataluña";"Barcelona";195483,91;151676,77;41310,82;2496,32;0;"08";"2022"
"Cataluña";"Girona";25133,15;19120,53;5590,69;421,93;0;"08";"2022"
"Cataluña";"Lleida";12995,98;9974,96;2800,25;220,77;0;"08";"2022"
"Cataluña";"Tarragona";28300,11;20482,75;7203,54;613,82;0;"08";"2022"
"Comunitat Valenciana";"Alicante/Alacant";70764,45;44641,71;23173,18;2949,56;0;"08";"2022"
"Comunitat Valenciana";"Castellón/Castelló";24601,97;16974,84;7080,08;547,05;0;"08";"2022"
"Comunitat Valenciana";"Valencia/Valéncia";112775,8;79766,01;29895,22;3114,57;0;"08";"2022"
"Extremadura";"Badajoz";32655,21;15534,39;12208,19;1281,27;3631,36;"08";"2022"
"Extremadura";"Cáceres";19576,85;9439,42;7527,85;546,78;2062,8;"08";"2022"
"Galicia";"Coruña, A";33208,9;22400,35;10005,56;802,99;0;"08";"2022"
"Galicia";"Lugo";8639,54;5669,13;2754,67;215,74;0;"08";"2022"
"Galicia";"Ourense";9011,71;5405,23;3312,01;294,47;0;"08";"2022"
"Galicia";"Pontevedra";31711,47;20907,57;9955,61;848,29;0;"08";"2022"
"Madrid";"Madrid";210046,63;163521,98;43363,2;3161,45;0;"08";"2022"
"Murcia";"Murcia";61943,13;46177,88;13940,6;1824,65;0;"08";"2022"
"Navarra";"Navarra";20234,07;15824,04;4126,41;283,62;0;"08";"2022"
"País Vasco";"Araba/Álava";10546,48;8506,02;1892,54;147,92;0;"08";"2022"
"País Vasco";"Gipuzkoa";20358,97;16673,99;3443,66;241,32;0;"08";"2022"
"País Vasco";"Bizkaia";35522,01;27425,75;7509,23;587,03;0;"08";"2022"
"La Rioja";"Rioja, La";10649,48;8220,57;2294,15;134,76;0;"08";"2022"
"Ceuta";"Ceuta";3156,84;1606,73;1337,55;212,56;0;"08";"2022"
"Melilla";"Melilla";2293,2;1441,52;762,07;89,61;0;"08";"2022"
"Andalucía";"Almería";43921,27;31982,12;10059,26;953,35;926,54;"09";"2022"
"Andalucía";"Cádiz";54950,27;28952,98;19536,44;3074,38;3386,47;"09";"2022"
"Andalucía";"Córdoba";42717,59;17137,55;16376,69;1327,15;7876,2;"09";"2022"
"Andalucía";"Granada";45478,59;22286,2;16784,22;1686,87;4721,3;"09";"2022"
"Andalucía";"Huelva";40411,97;26036,85;9861,18;950,09;3563,85;"09";"2022"
"Andalucía";"Jaén";34698,17;13834,58;13449,99;1032,57;6381,03;"09";"2022"
"Andalucía";"Málaga";61349,26;34206,97;21390,67;2307,92;3443,7;"09";"2022"
"Andalucía";"Sevilla";89718,51;44588,68;31028,45;3247,4;10853,98;"09";"2022"
"Aragón";"Huesca";6313,93;4895,7;1317,46;100,77;0;"09";"2022"
"Aragón";"Teruel";3430,69;2449,54;925,66;55,49;0;"09";"2022"
"Aragón";"Zaragoza";28752,48;20948,03;7232,15;572,3;0;"09";"2022"
"Asturias";"Asturias";29969,15;19535,44;9549,67;884,04;0;"09";"2022"
"Illes Balears";"Balears, Illes";27745,12;21048,9;6174,36;521,86;0;"09";"2022"
"Canarias";"Palmas, Las";43866,66;25195,68;16548,72;2122,26;0;"09";"2022"
"Canarias";"Santa Cruz de Tenerife";39607,94;22317;15282,55;2008,39;0;"09";"2022"
"Cantabria";"Cantabria";16842,87;11395,35;4939,46;508,06;0;"09";"2022"
"Castilla y León";"Ávila";4669,11;2805,65;1723,03;140,43;0;"09";"2022"
"Castilla y León";"Burgos";10829,18;7440,71;3188,33;200,14;0;"09";"2022"
"Castilla y León";"León";12699,63;7797,86;4555,67;346,1;0;"09";"2022"
"Castilla y León";"Palencia";4132,82;2783,26;1242,88;106,68;0;"09";"2022"
"Castilla y León";"Salamanca";10000,25;6415,46;3298,84;285,95;0;"09";"2022"
"Castilla y León";"Segovia";3571,41;2516,6;979,85;74,96;0;"09";"2022"
"Castilla y León";"Soria";1975,39;1457,06;488,65;29,68;0;"09";"2022"
"Castilla y León";"Valladolid";13777,14;9767,92;3689,5;319,72;0;"09";"2022"
"Castilla y León";"Zamora";4789,71;2858,93;1766,68;164,1;0;"09";"2022"
"Castilla - La Mancha";"Albacete";14261,74;8526,56;5190,28;544,9;0;"09";"2022"
"Castilla - La Mancha";"Ciudad Real";17256,6;9525,38;6852,15;879,07;0;"09";"2022"
"Castilla - La Mancha";"Cuenca";5955,81;3886,01;1917,91;151,89;0;"09";"2022"
"Castilla - La Mancha";"Guadalajara";9325,69;6653,68;2507,37;164,64;0;"09";"2022"
"Castilla - La Mancha";"Toledo";25059,65;14906,34;9314,31;839;0;"09";"2022"
"Cataluña";"Barcelona";193287,95;148648,2;42170,61;2469,14;0;"09";"2022"
"Cataluña";"Girona";23718,35;17551,13;5729,96;437,26;0;"09";"2022"
"Cataluña";"Lleida";12367,42;9287,18;2866,06;214,18;0;"09";"2022"
"Cataluña";"Tarragona";27044,9;19124,71;7336,35;583,84;0;"09";"2022"
"Comunitat Valenciana";"Alicante/Alacant";68266,99;41762,87;23593,62;2910,5;0;"09";"2022"
"Comunitat Valenciana";"Castellón/Castelló";23919,8;16076,97;7279,73;563,1;0;"09";"2022"
"Comunitat Valenciana";"Valencia/Valéncia";104382,01;71113,7;30205,32;3062,99;0;"09";"2022"
"Extremadura";"Badajoz";33062,25;15717,53;12465,51;1265,85;3613,36;"09";"2022"
"Extremadura";"Cáceres";19475,57;9140;7705,34;545,57;2084,66;"09";"2022"
"Galicia";"Coruña, A";31847,43;21032,09;10019,37;795,97;0;"09";"2022"
"Galicia";"Lugo";8204,88;5195,21;2800,36;209,31;0;"09";"2022"
"Galicia";"Ourense";8579,38;5007,15;3292,95;279,28;0;"09";"2022"
"Galicia";"Pontevedra";30677,64;19870,86;9981,77;825,01;0;"09";"2022"
"Madrid";"Madrid";206469,33;158617,52;44666,09;3185,72;0;"09";"2022"
"Murcia";"Murcia";66182,75;50142,41;14269,03;1771,31;0;"09";"2022"
"Navarra";"Navarra";19532,34;15157,99;4110,36;263,99;0;"09";"2022"
"País Vasco";"Araba/Álava";9789,45;7748,76;1893,01;147,68;0;"09";"2022"
"País Vasco";"Gipuzkoa";19243,92;15541,44;3467,46;235,02;0;"09";"2022"
"País Vasco";"Bizkaia";32613,66;24457,28;7562,6;593,78;0;"09";"2022"
"La Rioja";"Rioja, La";9628,61;7241,59;2252,24;134,78;0;"09";"2022"
"Ceuta";"Ceuta";3216,49;1653,97;1357,03;205,49;0;"09";"2022"
"Melilla";"Melilla";2587,47;1570,92;923,19;93,36;0;"09";"2022"
"Andalucía";"Almería";37520,33;25193,12;10357,69;949,66;1019,86;"10";"2022"
"Andalucía";"Cádiz";57736,34;30661,03;20599,56;3030,27;3445,48;"10";"2022"
"Andalucía";"Córdoba";41695,43;16331,36;16126,14;1304,12;7933,81;"10";"2022"
"Andalucía";"Granada";45487,71;21720,17;17327,9;1671,52;4768,12;"10";"2022"
"Andalucía";"Huelva";35519,72;21082,65;10051,65;938,02;3447,4;"10";"2022"
"Andalucía";"Jaén";35078,51;13596,56;13838,8;1049;6594,15;"10";"2022"
"Andalucía";"Málaga";62447,17;35201,15;21642,64;2271,25;3332,13;"10";"2022"
"Andalucía";"Sevilla";87180,07;41434,04;31311,98;3249,69;11184,36;"10";"2022"
"Aragón";"Huesca";7403,83;5881,69;1414,82;107,32;0;"10";"2022"
"Aragón";"Teruel";3726,37;2697,1;972,88;56,39;0;"10";"2022"
"Aragón";"Zaragoza";29937,26;21860,21;7520,38;556,67;0;"10";"2022"
"Asturias";"Asturias";31488,05;20688,94;9913,34;885,77;0;"10";"2022"
"Illes Balears";"Balears, Illes";33497,37;26034,6;6938,89;523,88;0;"10";"2022"
"Canarias";"Palmas, Las";42936,88;24540,44;16365,35;2031,09;0;"10";"2022"
"Canarias";"Santa Cruz de Tenerife";38772,11;21537,14;15298,32;1936,65;0;"10";"2022"
"Cantabria";"Cantabria";17943,87;12223,61;5216,33;503,93;0;"10";"2022"
"Castilla y León";"Ávila";5055,57;3116,61;1788,94;150,02;0;"10";"2022"
"Castilla y León";"Burgos";11535,82;8026,27;3304,62;204,93;0;"10";"2022"
"Castilla y León";"León";13053,72;7981,66;4735,42;336,64;0;"10";"2022"
"Castilla y León";"Palencia";4158,17;2768,64;1286,46;103,07;0;"10";"2022"
"Castilla y León";"Salamanca";10084,87;6406,14;3396,53;282,2;0;"10";"2022"
"Castilla y León";"Segovia";3901,68;2798,56;1030,39;72,73;0;"10";"2022"
"Castilla y León";"Soria";2241,24;1689,07;521,8;30,37;0;"10";"2022"
"Castilla y León";"Valladolid";13996,48;9881,21;3797,54;317,73;0;"10";"2022"
"Castilla y León";"Zamora";5062,87;3106,58;1796,87;159,42;0;"10";"2022"
"Castilla - La Mancha";"Albacete";15490,88;9379,18;5558,05;553,65;0;"10";"2022"
"Castilla - La Mancha";"Ciudad Real";18394,08;10346,77;7158,17;889,14;0;"10";"2022"
"Castilla - La Mancha";"Cuenca";6332,23;4153,07;2021,98;157,18;0;"10";"2022"
"Castilla - La Mancha";"Guadalajara";9382,51;6627,16;2587,42;167,93;0;"10";"2022"
"Castilla - La Mancha";"Toledo";26215,79;15645,37;9713,02;857,4;0;"10";"2022"
"Cataluña";"Barcelona";189014,09;143848,26;42708,64;2457,19;0;"10";"2022"
"Cataluña";"Girona";27598,85;20754,53;6418,98;425,34;0;"10";"2022"
"Cataluña";"Lleida";15003,83;11665,46;3103,34;235,03;0;"10";"2022"
"Cataluña";"Tarragona";28214,05;19898,37;7733,29;582,39;0;"10";"2022"
"Comunitat Valenciana";"Alicante/Alacant";67069,69;40318,56;23865,4;2885,73;0;"10";"2022"
"Comunitat Valenciana";"Castellón/Castelló";23691,1;16058,49;7082,93;549,68;0;"10";"2022"
"Comunitat Valenciana";"Valencia/Valéncia";96139,37;63499,96;29547,67;3091,74;0;"10";"2022"
"Extremadura";"Badajoz";35019,06;16952,08;13012,06;1258,79;3796,13;"10";"2022"
"Extremadura";"Cáceres";19393,26;9018,95;7723,52;545,14;2105,65;"10";"2022"
"Galicia";"Coruña, A";32139,45;21149,45;10212,08;777,92;0;"10";"2022"
"Galicia";"Lugo";8207,7;5251,69;2750,46;205,55;0;"10";"2022"
"Galicia";"Ourense";8582,66;4892,6;3392,88;297,18;0;"10";"2022"
"Galicia";"Pontevedra";32590,43;21295,33;10453,28;841,82;0;"10";"2022"
"Madrid";"Madrid";202209,58;154129,49;44977,58;3102,51;0;"10";"2022"
"Murcia";"Murcia";64201,04;47730,77;14693,11;1777,16;0;"10";"2022"
"Navarra";"Navarra";20103,2;15650,65;4180,86;271,69;0;"10";"2022"
"País Vasco";"Araba/Álava";9693,73;7642,53;1904,19;147,01;0;"10";"2022"
"País Vasco";"Gipuzkoa";18713,8;14945,93;3523,13;244,74;0;"10";"2022"
"País Vasco";"Bizkaia";31851,03;23529,97;7707,18;613,88;0;"10";"2022"
"La Rioja";"Rioja, La";9227,81;6777,57;2320,76;129,48;0;"10";"2022"
"Ceuta";"Ceuta";3122,66;1587,37;1334,88;200,41;0;"10";"2022"
"Melilla";"Melilla";2720,46;1644,88;972,06;103,52;0;"10";"2022"
"Andalucía";"Almería";35751,91;22676,34;10587,71;1406,11;1081,72;"01";"2021"
"Andalucía";"Cádiz";83006,63;49933,5;25390;4012,38;3670,75;"01";"2021"
"Andalucía";"Córdoba";47246,34;21486,97;16117,35;1734,66;7906,91;"01";"2021"
"Andalucía";"Granada";58534,77;32956,64;18510,69;2174,49;4892,95;"01";"2021"
"Andalucía";"Huelva";38659,3;22694,63;11077,97;1336,67;3550,03;"01";"2021"
"Andalucía";"Jaén";30612,65;13241,37;10163;1228,73;5979,55;"01";"2021"
"Andalucía";"Málaga";109104,76;74276,1;28052,09;3378,43;3398,14;"01";"2021"
"Andalucía";"Sevilla";115619,88;63260,39;36305,35;4630,83;11423,31;"01";"2021"
"Aragón";"Huesca";10147,5;8254,64;1767,41;125,45;0;"01";"2021"
"Aragón";"Teruel";6123,87;4837,25;1214,31;72,31;0;"01";"2021"
"Aragón";"Zaragoza";43745,57;34333,31;8712,06;700,2;0;"01";"2021"
"Asturias";"Asturias";47546,24;34906,28;11429,43;1210,53;0;"01";"2021"
"Illes Balears";"Balears, Illes";168148,38;153161,32;14072,19;914,87;0;"01";"2021"
"Canarias";"Palmas, Las";96161,64;72091,12;21244,94;2825,58;0;"01";"2021"
"Canarias";"Santa Cruz de Tenerife";83828,27;60666,27;20301,23;2860,77;0;"01";"2021"
"Cantabria";"Cantabria";28302,14;21266,25;6389,3;646,59;0;"01";"2021"
"Castilla y León";"Ávila";7286,43;4952,08;2091,88;242,47;0;"01";"2021"
"Castilla y León";"Burgos";17403,48;13141,06;3953,53;308,89;0;"01";"2021"
"Castilla y León";"León";19871;13709,12;5666,86;494,57;0;"01";"2021"
"Castilla y León";"Palencia";6742,72;4996,45;1594,1;152,17;0;"01";"2021"
"Castilla y León";"Salamanca";14834,96;10283,7;4124,43;426,83;0;"01";"2021"
"Castilla y León";"Segovia";6667,03;5262,37;1294,69;109,97;0;"01";"2021"
"Castilla y León";"Soria";3492,26;2756,9;688,92;46,44;0;"01";"2021"
"Castilla y León";"Valladolid";21315,08;16479,4;4376,12;459,56;0;"01";"2021"
"Castilla y León";"Zamora";7228,12;4732,64;2253;242,48;0;"01";"2021"
"Castilla - La Mancha";"Albacete";19657,38;12807,38;5977,17;872,83;0;"01";"2021"
"Castilla - La Mancha";"Ciudad Real";22595,85;13079,27;8184,87;1331,71;0;"01";"2021"
"Castilla - La Mancha";"Cuenca";8146,68;5530,65;2321,16;294,87;0;"01";"2021"
"Castilla - La Mancha";"Guadalajara";12595,92;9386,34;2913,34;296,24;0;"01";"2021"
"Castilla - La Mancha";"Toledo";34128,17;22029,11;10703,75;1395,31;0;"01";"2021"
"Cataluña";"Barcelona";323040,66;267619,09;51736,4;3685,17;0;"01";"2021"
"Cataluña";"Girona";52766,97;43438,91;8658,8;669,25;0;"01";"2021"
"Cataluña";"Lleida";20014,87;15832,62;3873,35;308,9;0;"01";"2021"
"Cataluña";"Tarragona";51719,24;40302,21;10555,72;861,31;0;"01";"2021"
"Comunitat Valenciana";"Alicante/Alacant";104927,81;72265,55;28787,16;3875,1;0;"01";"2021"
"Comunitat Valenciana";"Castellón/Castelló";25388,87;17501,2;7134,83;752,84;0;"01";"2021"
"Comunitat Valenciana";"Valencia/Valéncia";118017,94;81725,45;32165,46;4126,79;0;"01";"2021"
"Extremadura";"Badajoz";43807,95;21550,23;16282,75;1752,23;4222,74;"01";"2021"
"Extremadura";"Cáceres";25736,55;13441,54;9112,21;781,92;2400,88;"01";"2021"
"Galicia";"Coruña, A";51738,4;38261,59;12214,59;1262,22;0;"01";"2021"
"Galicia";"Lugo";12367,7;8691,71;3343;332,99;0;"01";"2021"
"Galicia";"Ourense";12536,66;8469,49;3711,44;355,73;0;"01";"2021"
"Galicia";"Pontevedra";45952,42;32365,38;12352,87;1234,17;0;"01";"2021"
"Madrid";"Madrid";319612,03;260786,37;53695,97;5128,85;0;"01";"2021"
"Murcia";"Murcia";69059,91;49698,24;16852,8;2508,43;0;"01";"2021"
"Navarra";"Navarra";28859,25;23549,27;5012,97;297,01;0;"01";"2021"
"País Vasco";"Araba/Álava";15229,05;12884,45;2156,42;188,18;0;"01";"2021"
"País Vasco";"Gipuzkoa";32409,83;28101,67;3994,25;313,91;0;"01";"2021"
"País Vasco";"Bizkaia";51505,11;42263,09;8431,58;810,44;0;"01";"2021"
"La Rioja";"Rioja, La";13839,42;10945,14;2727,23;167,05;0;"01";"2021"
"Ceuta";"Ceuta";3357,12;1799,75;1270,96;286,41;0;"01";"2021"
"Melilla";"Melilla";3083,59;2087,83;810,45;185,31;0;"01";"2021"
"Andalucía";"Almería";37010,7;24120,12;10393,41;1455,56;1041,58;"02";"2021"
"Andalucía";"Cádiz";85230,08;53053,51;24546,88;4177,79;3451,9;"02";"2021"
"Andalucía";"Córdoba";46171,8;21184,77;15608,87;1772,69;7605,02;"02";"2021"
"Andalucía";"Granada";59393,09;34345,36;18012,75;2299,7;4735,28;"02";"2021"
"Andalucía";"Huelva";35586,87;20681,78;10268,11;1371,64;3265,34;"02";"2021"
"Andalucía";"Jaén";31653,24;14988,54;9911,45;1301,43;5451,82;"02";"2021"
"Andalucía";"Málaga";112342,74;77747,48;27771,65;3510,86;3312,75;"02";"2021"
"Andalucía";"Sevilla";118581,71;65731,45;36645,12;4779,22;11425,92;"02";"2021"
"Aragón";"Huesca";10480,71;8607,1;1731,56;142,05;0;"02";"2021"
"Aragón";"Teruel";5874,16;4570,54;1222,13;81,49;0;"02";"2021"
"Aragón";"Zaragoza";42350,62;32802,25;8815,94;732,43;0;"02";"2021"
"Asturias";"Asturias";46698,02;34013,55;11401,91;1282,56;0;"02";"2021"
"Illes Balears";"Balears, Illes";175334,72;160553,66;13751,56;1029,5;0;"02";"2021"
"Canarias";"Palmas, Las";106164,99;81840,23;21347,11;2977,65;0;"02";"2021"
"Canarias";"Santa Cruz de Tenerife";85534,44;62460;20075,9;2998,54;0;"02";"2021"
"Cantabria";"Cantabria";28450,94;21521,47;6264,51;664,96;0;"02";"2021"
"Castilla y León";"Ávila";7501,06;5152,13;2096,75;252,18;0;"02";"2021"
"Castilla y León";"Burgos";17446,32;13173,45;3941,37;331,5;0;"02";"2021"
"Castilla y León";"León";20035,73;13876,22;5650,09;508,97;0;"02";"2021"
"Castilla y León";"Palencia";6703,14;4959,87;1587,44;155,83;0;"02";"2021"
"Castilla y León";"Salamanca";15189,9;10696,22;4070,38;423,3;0;"02";"2021"
"Castilla y León";"Segovia";6861,63;5427,49;1317,67;116,47;0;"02";"2021"
"Castilla y León";"Soria";3693,59;2960,82;683,61;49,16;0;"02";"2021"
"Castilla y León";"Valladolid";22369,29;17409,23;4487,28;472,78;0;"02";"2021"
"Castilla y León";"Zamora";7403,69;4925,34;2230,06;248,29;0;"02";"2021"
"Castilla - La Mancha";"Albacete";20424,67;13599,92;5915,89;908,67;0;"02";"2021"
"Castilla - La Mancha";"Ciudad Real";23269,34;13827,56;8050,48;1391,19;0;"02";"2021"
"Castilla - La Mancha";"Cuenca";8370,6;5787,01;2267,8;315,79;0;"02";"2021"
"Castilla - La Mancha";"Guadalajara";13429,31;10168,99;2952,43;307,89;0;"02";"2021"
"Castilla - La Mancha";"Toledo";35749,42;23392,27;10875,35;1481,8;0;"02";"2021"
"Cataluña";"Barcelona";351676,93;291772,37;55827,51;4077,05;0;"02";"2021"
"Cataluña";"Girona";52489,34;43426,06;8369,28;693,94;0;"02";"2021"
"Cataluña";"Lleida";19960,29;15794,25;3837,27;328,77;0;"02";"2021"
"Cataluña";"Tarragona";51504,8;40277,47;10320,41;906,92;0;"02";"2021"
"Comunitat Valenciana";"Alicante/Alacant";113326,19;80357,69;28945,36;4023,14;0;"02";"2021"
